dorothy_and_wizard_oz_01_f000001|To My Readers.|To My Readers.
dorothy_and_wizard_oz_03_f000096|Will somebody kindly loan me a hat?|Will somebody kindly loan me a hat?
dorothy_and_wizard_oz_03_f000097|No one did, because the Mangaboos did not wear hats, and Zeb had lost his, somehow, in his flight through the air.|No one did, because the Mangaboos did not wear hats, and Zeb had lost his, somehow, in his flight through the air.
dorothy_and_wizard_oz_03_f000098|Ahem! said the Wizard, will somebody please loan me a handkerchief?|Ahem! said the Wizard, will somebody please loan me a handkerchief?
dorothy_and_wizard_oz_03_f000099|But they had no handkerchiefs, either.|But they had no handkerchiefs, either.
dorothy_and_wizard_oz_03_f000100|Very good, remarked the Wizard. I'll use my own hat, if you please.|Very good, remarked the Wizard. I'll use my own hat, if you please.
dorothy_and_wizard_oz_03_f000101|Now, good people, observe me carefully. You see, there is nothing up my sleeve and nothing concealed about my person. Also, my hat is quite empty.|Now, good people, observe me carefully. You see, there is nothing up my sleeve and nothing concealed about my person. Also, my hat is quite empty.
dorothy_and_wizard_oz_03_f000102|He took off his hat and held it upside down, shaking it briskly.|He took off his hat and held it upside down, shaking it briskly.
dorothy_and_wizard_oz_03_f000103|Let me see it, said the Sorcerer.|Let me see it, said the Sorcerer.
dorothy_and_wizard_oz_03_f000104|He took the hat and examined it carefully, returning it afterward to the Wizard.|He took the hat and examined it carefully, returning it afterward to the Wizard.
dorothy_and_wizard_oz_03_f000105|Now, said the little man, I will create something out of nothing.|Now, said the little man, I will create something out of nothing.
dorothy_and_wizard_oz_03_f000106|He placed the hat upon the glass floor, made a pass with his hand, and then removed the hat, displaying a little white piglet no bigger than a mouse,|He placed the hat upon the glass floor, made a pass with his hand, and then removed the hat, displaying a little white piglet no bigger than a mouse,
dorothy_and_wizard_oz_03_f000107|which began to run around here and there and to grunt and squeal in a tiny, shrill voice.|which began to run around here and there and to grunt and squeal in a tiny, shrill voice.
dorothy_and_wizard_oz_03_f000108|The people watched it intently, for they had never seen a pig before, big or little. The Wizard reached out, caught the wee creature in his hand,|The people watched it intently, for they had never seen a pig before, big or little. The Wizard reached out, caught the wee creature in his hand,
dorothy_and_wizard_oz_03_f000109|and holding its head between one thumb and finger and its tail between the other thumb and finger he pulled it apart, each of the two parts becoming a whole and separate piglet in an instant.|and holding its head between one thumb and finger and its tail between the other thumb and finger he pulled it apart, each of the two parts becoming a whole and separate piglet in an instant.
dorothy_and_wizard_oz_03_f000110|He placed one upon the floor, so that it could run around, and pulled apart the other, making three piglets in all; and then one of these was pulled apart, making four piglets.|He placed one upon the floor, so that it could run around, and pulled apart the other, making three piglets in all; and then one of these was pulled apart, making four piglets.
dorothy_and_wizard_oz_03_f000111|The Wizard continued this surprising performance until nine tiny piglets were running about at his feet, all squealing and grunting in a very comical way.|The Wizard continued this surprising performance until nine tiny piglets were running about at his feet, all squealing and grunting in a very comical way.
dorothy_and_wizard_oz_03_f000112|Now, said the Wizard of Oz, having created something from nothing, I will make something nothing again.|Now, said the Wizard of Oz, having created something from nothing, I will make something nothing again.
dorothy_and_wizard_oz_03_f000113|With this he caught up two of the piglets and pushed them together, so that the two were one. Then he caught up another piglet and pushed it into the first, where it disappeared.|With this he caught up two of the piglets and pushed them together, so that the two were one. Then he caught up another piglet and pushed it into the first, where it disappeared.
dorothy_and_wizard_oz_03_f000114|And so, one by one, the nine tiny piglets were pushed together until but a single one of the creatures remained. This the Wizard placed underneath his hat and made a mystic sign above it.|And so, one by one, the nine tiny piglets were pushed together until but a single one of the creatures remained. This the Wizard placed underneath his hat and made a mystic sign above it.
dorothy_and_wizard_oz_03_f000115|When he removed his hat the last piglet had disappeared entirely.|When he removed his hat the last piglet had disappeared entirely.
dorothy_and_wizard_oz_03_f000116|The little man gave a bow to the silent throng that had watched him, and then the Prince said, in his cold, calm voice:|The little man gave a bow to the silent throng that had watched him, and then the Prince said, in his cold, calm voice:
dorothy_and_wizard_oz_03_f000117|You are indeed a wonderful Wizard, and your powers are greater than those of my Sorcerer.|You are indeed a wonderful Wizard, and your powers are greater than those of my Sorcerer.
dorothy_and_wizard_oz_03_f000118|He will not be a wonderful Wizard long, remarked Gwig.|He will not be a wonderful Wizard long, remarked Gwig.
dorothy_and_wizard_oz_03_f000119|Why not? enquired the Wizard.|Why not? enquired the Wizard.
dorothy_and_wizard_oz_03_f000120|Because I am going to stop your breath, was the reply. I perceive that you are curiously constructed, and that if you cannot breathe you cannot keep alive.|Because I am going to stop your breath, was the reply. I perceive that you are curiously constructed, and that if you cannot breathe you cannot keep alive.
dorothy_and_wizard_oz_03_f000121|The little man looked troubled.|The little man looked troubled.
dorothy_and_wizard_oz_03_f000122|How long will it take you to stop my breath? he asked.|How long will it take you to stop my breath? he asked.
dorothy_and_wizard_oz_03_f000123|About five minutes. I'm going to begin now. Watch me carefully.|About five minutes. I'm going to begin now. Watch me carefully.
dorothy_and_wizard_oz_03_f000124|He began making queer signs and passes toward the Wizard; but the little man did not watch him long. Instead, he drew a leathern case from his pocket and took from it several sharp knives,|He began making queer signs and passes toward the Wizard; but the little man did not watch him long. Instead, he drew a leathern case from his pocket and took from it several sharp knives,
dorothy_and_wizard_oz_03_f000125|which he joined together, one after another, until they made a long sword.|which he joined together, one after another, until they made a long sword.
dorothy_and_wizard_oz_03_f000126|By the time he had attached a handle to this sword he was having much trouble to breathe, as the charm of the Sorcerer was beginning to take effect.|By the time he had attached a handle to this sword he was having much trouble to breathe, as the charm of the Sorcerer was beginning to take effect.
dorothy_and_wizard_oz_03_f000127|So the Wizard lost no more time, but leaping forward he raised the sharp sword, whirled it once or twice around his head, and then gave a mighty stroke that cut the body of the Sorcerer exactly in two.|So the Wizard lost no more time, but leaping forward he raised the sharp sword, whirled it once or twice around his head, and then gave a mighty stroke that cut the body of the Sorcerer exactly in two.
dorothy_and_wizard_oz_03_f000128|Dorothy screamed and expected to see a terrible sight; but as the two halves of the Sorcerer fell apart on the floor she saw that he had no bones or blood inside of him at all,|Dorothy screamed and expected to see a terrible sight; but as the two halves of the Sorcerer fell apart on the floor she saw that he had no bones or blood inside of him at all,
dorothy_and_wizard_oz_03_f000129|and that the place where he was cut looked much like a sliced turnip or potato.|and that the place where he was cut looked much like a sliced turnip or potato.
