skyisland_01_baum_64kb_f000003|BY L FRANK BAUM.|BY L FRANK BAUM.
skyisland_05_baum_64kb_f000025|Of course it's Sky Island. What else could it be? And I'm its Ruler, its King, its sole Royal Potentate and Dictator. Behold in the Personage you have injured the Mighty Quitey Righty Boolooroo of the Blues!|Of course it's Sky Island. What else could it be? And I'm its Ruler, its King, its sole Royal Potentate and Dictator. Behold in the Personage you have injured the Mighty Quitey Righty Boolooroo of the Blues!
skyisland_05_baum_64kb_f000026|Here he strutted around in a very pompous manner and wagged his little head contemptuously at them.|Here he strutted around in a very pompous manner and wagged his little head contemptuously at them.
skyisland_05_baum_64kb_f000027|Glad to meet you, sir, said captain Bill. I allus had a likin' for kings, bein' as they're summat unusual. Please 'scuse me for a-sittin' on your royal toes,|Glad to meet you, sir, said captain Bill. I allus had a likin' for kings, bein' as they're summat unusual. Please 'scuse me for a-sittin' on your royal toes,
skyisland_05_baum_64kb_f000028|not knowin' as your toes were there.|not knowin' as your toes were there.
skyisland_05_baum_64kb_f000029|I won't excuse you! roared the Boolooroo. But I'll punish you. You may depend upon that. Seems to me, said Trot, you're actin' rather imperlite to strangers.|I won't excuse you! roared the Boolooroo. But I'll punish you. You may depend upon that. Seems to me, said Trot, you're actin' rather imperlite to strangers.
skyisland_05_baum_64kb_f000030|If anyone comes to our country to visit us, we always treat 'em decent. YOUR country! exclaimed the Boolooroo, looking at them more carefully and seeming interested in their appearance.|If anyone comes to our country to visit us, we always treat 'em decent. YOUR country! exclaimed the Boolooroo, looking at them more carefully and seeming interested in their appearance.
skyisland_05_baum_64kb_f000031|Where in the Sky did you come from, then, and where is your country located? We live on the Earth when we're at home, replied the girl.|Where in the Sky did you come from, then, and where is your country located? We live on the Earth when we're at home, replied the girl.
skyisland_05_baum_64kb_f000032|The Earth? Nonsense! I've heard of the Earth, my child, but it isn't inhabited. No one can live there because it's just a round, cold, barren ball of mud and water, declared the Blueskin.|The Earth? Nonsense! I've heard of the Earth, my child, but it isn't inhabited. No one can live there because it's just a round, cold, barren ball of mud and water, declared the Blueskin.
skyisland_05_baum_64kb_f000033|Oh, you're wrong about that, said Button-Bright.|Oh, you're wrong about that, said Button-Bright.
skyisland_05_baum_64kb_f000034|You surely are, added captain Bill.|You surely are, added captain Bill.
skyisland_05_baum_64kb_f000035|Why, we live there ourselves, cried Trot.|Why, we live there ourselves, cried Trot.
skyisland_05_baum_64kb_f000036|I don't believe it. I believe you are living in Sky Island, where you have no right to be, with your horrid white skins. And you've intruded into the private garden of the palace of the Greatly Stately Irately Boolooroo,|I don't believe it. I believe you are living in Sky Island, where you have no right to be, with your horrid white skins. And you've intruded into the private garden of the palace of the Greatly Stately Irately Boolooroo,
skyisland_05_baum_64kb_f000037|which is a criminal offense.|which is a criminal offense.
skyisland_05_baum_64kb_f000038|And you've bumped my head with your basket and smashed my toes with your boards and bodies, which is a crime unparalleled in all the history of Sky Island!|And you've bumped my head with your basket and smashed my toes with your boards and bodies, which is a crime unparalleled in all the history of Sky Island!
skyisland_05_baum_64kb_f000039|Aren't you sorry for yourselves? I'm sorry for you, replied Trot, because you don't seem to know the proper way to treat visitors.|Aren't you sorry for yourselves? I'm sorry for you, replied Trot, because you don't seem to know the proper way to treat visitors.
skyisland_05_baum_64kb_f000040|But we won't stay long. We'll go home pretty soon. Not until you have been punished! exclaimed the Boolooroo sternly.|But we won't stay long. We'll go home pretty soon. Not until you have been punished! exclaimed the Boolooroo sternly.
skyisland_05_baum_64kb_f000041|You are my prisoners. Beg parding, your Majesty, said captain Bill, but you're takin' a good deal for granted. We've tried to be friendly and peaceable,|You are my prisoners. Beg parding, your Majesty, said captain Bill, but you're takin' a good deal for granted. We've tried to be friendly and peaceable,
skyisland_05_baum_64kb_f000042|and we've 'poligized for hurtin' you, but if that don't satisfy you, you'll have to make the most of it.|and we've 'poligized for hurtin' you, but if that don't satisfy you, you'll have to make the most of it.
skyisland_05_baum_64kb_f000043|You may be the Boolooroo of the Blues, but you ain't even a tin whistle to us, and you can't skeer us for half a minute. I'm an ol' man, myself,|You may be the Boolooroo of the Blues, but you ain't even a tin whistle to us, and you can't skeer us for half a minute. I'm an ol' man, myself,
skyisland_05_baum_64kb_f000044|but if you don't behave, I'll spank you like I would a baby, and it won't be any trouble at all to do it, thank'e.|but if you don't behave, I'll spank you like I would a baby, and it won't be any trouble at all to do it, thank'e.
skyisland_05_baum_64kb_f000045|As a matter of fact, we've captured your whole bloomin' blue island, but we don't like the place very much, and I guess we'll give it back.|As a matter of fact, we've captured your whole bloomin' blue island, but we don't like the place very much, and I guess we'll give it back.
skyisland_05_baum_64kb_f000046|It gives us the blues, don't it, Trot? So as soon as we eat a bite of lunch from our basket, we'll sail away again. Sail away? How? asked the Boolooroo.|It gives us the blues, don't it, Trot? So as soon as we eat a bite of lunch from our basket, we'll sail away again. Sail away? How? asked the Boolooroo.
skyisland_05_baum_64kb_f000047|With the Magic Umbrel, said captain Bill, pointing to the umbrella that Button-Bright was holding underneath his arm.|With the Magic Umbrel, said captain Bill, pointing to the umbrella that Button-Bright was holding underneath his arm.
skyisland_05_baum_64kb_f000048|Oh, ho! I see, I see, said the Boolooroo, nodding his funny head. Go ahead, then, and eat your lunch. He retreated a little way to a marble seat beside the fountain,|Oh, ho! I see, I see, said the Boolooroo, nodding his funny head. Go ahead, then, and eat your lunch. He retreated a little way to a marble seat beside the fountain,
skyisland_05_baum_64kb_f000049|but watched the strangers carefully.|but watched the strangers carefully.
skyisland_05_baum_64kb_f000050|captain Bill, feeling sure he had won the argument, whispered to the boy and girl that they must eat and get away as soon as possible, as this might prove a dangerous country for them to remain in.|captain Bill, feeling sure he had won the argument, whispered to the boy and girl that they must eat and get away as soon as possible, as this might prove a dangerous country for them to remain in.
skyisland_05_baum_64kb_f000051|Trot longed to see more of the strange blue island, and especially wanted to explore the magnificent blue palace that adjoined the garden and which had six hundred tall towers and turrets;|Trot longed to see more of the strange blue island, and especially wanted to explore the magnificent blue palace that adjoined the garden and which had six hundred tall towers and turrets;
